,Timestamp,Recipe,human,manipulator,Safe_Ovr
196,1696864440.4077935,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
197,1696864440.4277692,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
198,1696864440.4477713,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
199,1696864440.4677734,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
200,1696864440.4877658,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
201,1696864440.507783,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
202,1696864440.5277798,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
203,1696864440.5477715,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
204,1696864440.5677886,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
205,1696864440.5877743,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
206,1696864440.6077816,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
207,1696864440.627774,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
208,1696864440.647774,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
209,1696864440.667772,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
210,1696864440.6877723,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
211,1696864440.7077663,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
212,1696864440.727767,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
213,1696864440.7477696,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
214,1696864440.7677543,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
215,1696864440.7877688,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
216,1696864440.8077698,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
217,1696864440.8277705,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
218,1696864440.8477654,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
219,1696864440.867775,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
220,1696864440.887774,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
221,1696864440.9077697,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
